k_train_datasets,train_set,test_dataset,best_threshold,precision,recall,TP,FP,FN,TN,old_ber,new_ber,ber_reduction
2,crp_dataset_8_1_5.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_7.csv,0.6581759,0.8869565217352742,0.9272727272685124,204,26,16,10,0.0095703125,0.007635869565217392,0.0019344429347826087
2,crp_dataset_8_1_5.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_1.csv,0.6581759,0.7999999999893332,0.4761904761866969,60,15,66,115,0.0252685546875,0.01375,0.0115185546875
2,crp_dataset_8_1_5.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_6.csv,0.6581759,0.515384615380651,0.4785714285680102,67,63,73,53,0.026928710937500003,0.029951923076923074,-0.003023212139423071
2,crp_dataset_8_1_5.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_8.csv,0.6089233,0.7254901960642062,0.26811594202704264,37,14,101,104,0.0283203125,0.014460784313725489,0.013859528186274511
2,crp_dataset_8_1_5.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_3.csv,0.6089233,0.905882352930519,0.4450867051997394,77,8,96,75,0.019604492187500003,0.004044117647058824,0.01556037454044118
2,crp_dataset_8_1_5.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_2.csv,0.6089233,0.8115942028867884,0.47058823529016314,56,13,63,124,0.03945312499999999,0.00588768115942029,0.0335654438405797
2,crp_dataset_8_1_5.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_7.csv,0.6089233,0.9514563106703742,0.44545454545252067,98,5,122,31,0.0095703125,0.0012742718446601942,0.008296040655339806
2,crp_dataset_8_1_5.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_1.csv,0.6089233,0.8813559321884517,0.4126984126951373,52,7,74,123,0.0252685546875,0.004978813559322034,0.020289741128177965
2,crp_dataset_8_1_5.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_6.csv,0.6089233,0.9420289854935937,0.464285714282398,65,4,75,112,0.026928710937500003,0.0024456521739130432,0.02448305876358696
2,crp_dataset_8_1_5.csv|crp_dataset_8_1_3.csv,crp_dataset_8_1_8.csv,0.60603565,0.705882352934256,0.521739130431002,72,30,66,88,0.0283203125,0.012254901960784315,0.016065410539215685
2,crp_dataset_8_1_5.csv|crp_dataset_8_1_3.csv,crp_dataset_8_1_4.csv,0.60603565,0.7703703703646639,0.7938931297649322,104,31,27,94,0.023046875,0.010416666666666666,0.012630208333333335
2,crp_dataset_8_1_5.csv|crp_dataset_8_1_3.csv,crp_dataset_8_1_2.csv,0.60603565,0.7333333333263492,0.6470588235239743,77,28,42,109,0.03945312499999999,0.015416666666666669,0.024036458333333323
