k_train_datasets,train_set,test_dataset,best_threshold,precision,recall,TP,FP,FN,TN,old_ber,new_ber,ber_reduction
2,crp_dataset_8_1_3.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_5.csv,0.6274232619994206,0.0,0.0,0,0,100,156,0.039282226562499994,,
2,crp_dataset_8_1_3.csv|crp_dataset_8_1_1.csv,crp_dataset_8_1_8.csv,0.6300071397841122,0.7866666666561778,0.4275362318809599,59,16,79,102,0.0283203125,0.005416666666666666,0.022903645833333333
2,crp_dataset_8_1_3.csv|crp_dataset_8_1_1.csv,crp_dataset_8_1_6.csv,0.6300071397841122,0.6799999999966,0.9714285714216327,136,64,4,52,0.026928710937500003,0.014875000000000001,0.012053710937500002
2,crp_dataset_8_1_3.csv|crp_dataset_8_1_1.csv,crp_dataset_8_1_4.csv,0.6300071397841122,0.8547008546935495,0.7633587786201271,100,17,31,108,0.023046875,0.0057692307692307696,0.017277644230769232
2,crp_dataset_8_1_3.csv|crp_dataset_8_1_1.csv,crp_dataset_8_1_2.csv,0.6300071397841122,0.9565217390888469,0.18487394957827835,22,1,97,136,0.03945312499999999,0.002173913043478261,0.03727921195652173
2,crp_dataset_8_1_3.csv|crp_dataset_8_1_1.csv,crp_dataset_8_1_7.csv,0.6300071397841122,0.9523809523768295,0.9999999999954546,220,11,0,25,0.0095703125,0.0019209956709956713,0.007649316829004329
2,crp_dataset_8_1_3.csv|crp_dataset_8_1_1.csv,crp_dataset_8_1_5.csv,0.6300071397841122,0.9999999999705883,0.33999999999659997,34,0,66,156,0.039282226562499994,0.0005514705882352942,0.0387307559742647
2,crp_dataset_8_1_3.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_8.csv,0.6125623354817399,0.8118811881107735,0.5942028985464188,82,19,56,99,0.0283203125,0.005136138613861386,0.023184173886138613
2,crp_dataset_8_1_3.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_6.csv,0.6125623354817399,0.8028169014027972,0.814285714279898,114,28,26,88,0.026928710937500003,0.008098591549295774,0.01883011938820423
2,crp_dataset_8_1_3.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_4.csv,0.6125623354817399,0.8527131782879636,0.8396946564821398,110,19,21,106,0.023046875,0.005281007751937986,0.017765867248062017
2,crp_dataset_8_1_3.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_2.csv,0.6125623354817399,0.9629629629451304,0.4369747899122943,52,2,67,135,0.03945312499999999,0.001736111111111111,0.03771701388888888
2,crp_dataset_8_1_3.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_7.csv,0.6125623354817399,0.9442060085796387,0.9999999999954546,220,13,0,23,0.0095703125,0.0017972103004291844,0.007773102199570816
2,crp_dataset_8_1_3.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_1.csv,0.6125623354817399,0.9462365591296104,0.6984126984071555,88,5,38,125,0.0252685546875,0.00114247311827957,0.02412608156922043
2,crp_dataset_8_1_6.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_8.csv,0.7128343388903418,0.7906976744002164,0.2463768115924176,34,9,104,109,0.0283203125,0.005377906976744186,0.022942405523255813
